DES_CATEGORIA_MATERIAL,DES_MARCA_MATERIAL,FLG_DATA,PCT_DESCONTO,flg_mkt,ANO,CICLO,VL_PRECO_BOX_COX,QT_VENDA_lagged_3
5,67,1,0.0,0,3,16,0.7021569993928038,5880.0
5,67,1,0.0,1,3,17,0.7021569993928038,5880.0
5,67,0,20.02,1,3,01,0.7021493767638322,5880.0
5,51,1,0.0,0,3,16,0.7021593879424464,5880.0
5,51,1,0.0,0,3,17,0.7021593879424464,5880.0
5,51,0,0.0,0,3,01,0.7021615834664294,5880.0
5,52,1,0.0,0,3,16,0.7021515394260057,5880.0
5,41,1,0.0,0,3,16,0.7021139492312709,5880.0
2,54,1,0.0,0,3,16,0.7020679895475345,5880.0
5,48,0,0.0,0,3,01,0.7021543929454931,5880.0
2,66,1,0.0,0,3,16,0.7020451385200995,5880.0
2,75,1,0.0,0,3,16,0.7020406185307769,5880.0
2,34,0,0.0,0,3,01,0.7020409769383907,5880.0
5,64,1,0.0,0,3,17,0.7021636072870708,5880.0
5,58,0,20.0,1,3,01,0.7021643729416122,5880.0
5,46,1,0.0,0,3,16,0.7021496946507267,5880.0
5,46,1,0.0,0,3,17,0.7021496946507267,5880.0
5,66,1,0.0,0,3,16,0.7021688203478347,5880.0
5,66,0,30.0,1,3,01,0.7021535614872165,5880.0
5,66,1,0.0,0,3,17,0.7021351044302847,5880.0
5,82,1,0.0,0,3,17,0.7021403853555672,5880.0
1,77,1,0.0,0,3,17,0.7021330949393089,5880.0
2,65,1,0.0,0,3,16,0.7020278650699329,5880.0
2,41,1,0.0,0,3,16,0.7020736441312808,5880.0
2,41,1,0.0,0,3,17,0.7020736441312808,5880.0
2,41,0,0.0,0,3,01,0.7020736441312808,5880.0
1,61,1,0.0,0,3,17,0.7021267484173326,5880.0
1,61,0,20.03,1,3,01,0.7021267484173326,5880.0
5,78,1,22.73,1,3,16,0.7021502591997417,5880.0
5,78,1,0.0,1,3,17,0.7021614959036873,5880.0
5,78,0,25.0,1,3,01,0.7021495964334573,5880.0
5,42,1,0.0,0,3,16,0.7021636072870708,5880.0
5,54,1,0.0,0,3,16,0.7021636694267958,5880.0
5,54,1,0.0,0,3,17,0.7021678817289334,5880.0
5,54,0,20.01,1,3,01,0.7021607313361854,5880.0
4,28,1,0.0,0,3,17,0.7020969867171484,5880.0
4,63,1,0.0,0,3,17,0.7021024423645792,5880.0
2,41,1,0.0,0,3,16,0.7020736441312808,5880.0
2,41,1,0.0,0,3,17,0.7020736441312808,5880.0
2,67,1,0.0,0,3,17,0.7020406185307769,5880.0
4,56,0,0.0,0,3,01,0.7021206998669796,5880.0
4,56,1,0.0,0,3,16,0.7020522071174025,5880.0
3,62,1,0.0,0,3,16,0.7020553583659229,5880.0
3,62,0,0.0,0,3,01,0.7020789143893862,5880.0
0,62,1,0.0,0,3,16,0.7020553583659229,5880.0
0,62,1,0.0,1,3,17,0.7020736441312808,5880.0
0,36,1,0.0,0,3,16,0.7020738892656062,5880.0
5,53,1,0.0,0,3,16,0.7021515394260057,5880.0
2,61,1,0.0,1,3,17,0.7020619098236731,5880.0
5,70,1,0.0,0,3,17,0.7021268505316889,5880.0
4,68,1,0.0,0,3,17,0.7020987445866795,5880.0
2,70,1,0.0,0,3,17,0.7020138026274613,5880.0
2,49,1,0.0,0,3,17,0.7020736441312808,5880.0
5,59,1,0.0,0,3,17,0.7021672108521286,5880.0
3,56,0,0.0,0,3,01,0.7020927576250704,5880.0
1,56,1,0.0,0,3,16,0.702109280922787,5880.0
4,60,1,0.0,0,3,17,0.7021152679968201,5880.0
4,63,1,0.0,0,3,17,0.702109217022979,5880.0
4,63,1,0.0,0,3,16,0.7020738892656062,5880.0
2,70,1,0.0,1,3,17,0.7020406185307769,5880.0
2,75,1,0.0,0,3,16,0.7020406185307769,5880.0
2,70,1,0.0,0,3,16,0.7020619098236731,5880.0
2,70,1,0.0,1,3,17,0.7020619098236731,5880.0
4,44,1,0.0,0,3,17,0.7020738892656062,5880.0
4,58,1,0.0,0,3,17,0.7019814041288376,5880.0
5,70,1,0.0,0,3,16,0.7021557251188878,5880.0
5,70,0,0.0,0,3,01,0.7021559844898241,5880.0
5,70,1,0.0,0,3,16,0.7021569993928038,5880.0
5,70,1,0.0,0,3,17,0.7021569993928038,5880.0
5,70,0,0.0,0,3,01,0.7021515394260057,5880.0
5,70,1,0.0,0,3,16,0.7021543929454931,5880.0
5,70,1,0.0,0,3,17,0.7021543929454931,5880.0
5,70,0,0.0,0,3,01,0.7021543929454931,5880.0
4,63,1,0.0,1,3,17,0.702086176505966,5880.0
5,52,1,0.0,0,3,16,0.702150103356617,5880.0
4,63,1,0.0,0,3,16,0.7020919796895894,5880.0
4,63,1,0.0,0,3,17,0.7020884412735696,5880.0
4,68,1,0.0,0,3,16,0.7021042104373152,5880.0
0,64,1,0.0,0,3,16,0.7021107931624341,5880.0
0,78,1,0.0,0,3,16,0.7021059275556,5880.0
0,78,1,0.0,0,3,17,0.7021059275556,5880.0
0,78,0,25.0,1,3,01,0.7020832389194808,5880.0
4,63,1,0.0,0,3,16,0.702086176505966,5880.0
4,63,1,0.0,0,3,17,0.702086176505966,5880.0
1,77,0,0.0,0,3,01,0.7021463715807731,5880.0
0,57,1,0.0,0,3,16,0.7021064372584722,5880.0
0,57,1,0.0,1,3,17,0.7021138170241582,5880.0
0,57,0,20.0,1,3,01,0.7020987445866795,5880.0
0,57,1,0.0,0,3,16,0.7020868580091526,5880.0
0,57,1,0.0,1,3,17,0.7021107931624341,5880.0
0,57,0,20.0,1,3,01,0.7020968101886048,5880.0
2,63,1,0.0,0,3,17,0.7020365451269506,5880.0
4,77,1,0.0,0,3,16,0.7020968101886048,5880.0
4,77,1,0.0,0,3,17,0.7020968101886048,5880.0
4,77,0,0.0,0,3,01,0.7020968101886048,5880.0
2,75,1,0.0,0,3,17,0.7020736441312808,5880.0
5,75,1,0.0,0,3,17,0.7021565470983167,5880.0
4,70,1,0.0,0,3,17,0.7020738892656062,5880.0
4,70,1,0.0,0,3,16,0.7020863833758628,5880.0
5,51,1,0.0,0,3,16,0.7021593879424464,5880.0
5,51,1,0.0,1,3,17,0.7021593879424464,5880.0
5,51,0,0.0,0,3,01,0.7021615834664294,5880.0
5,75,1,0.0,0,3,17,0.7021268505316889,5880.0
5,70,1,0.0,0,3,16,0.7021431742056146,5880.0
5,79,1,0.0,0,3,16,0.7021500267207098,5880.0
5,79,1,20.0,1,3,17,0.7021437910955276,5880.0
5,79,0,20.0,1,3,01,0.7021499342056352,5880.0
5,77,1,0.0,0,3,16,0.7021706340361202,5880.0
5,55,1,30.0,1,3,16,0.7021641761686301,5880.0
5,55,1,15.0,1,3,17,0.7021775864481345,5880.0
5,55,0,0.0,0,3,01,0.7021786479392482,5880.0
4,77,1,0.0,0,3,16,0.7021543929454931,5880.0
4,77,1,0.0,0,3,17,0.7021543929454931,5880.0
4,77,0,15.0,1,3,01,0.7021484044077558,5880.0
5,75,1,0.0,0,3,16,0.7021764664833761,5880.0
5,75,1,0.0,0,3,17,0.7021764664833761,5880.0
5,75,0,12.0,1,3,01,0.7021764664833761,5880.0
2,66,1,0.0,0,3,17,0.7020619098236731,5880.0
2,66,0,0.333,1,3,01,0.7020679895475345,5880.0
2,70,1,0.0,0,3,16,0.7020236611010433,5880.0
5,65,1,20.0,1,3,17,0.7021523826577474,5880.0
2,54,0,0.333,1,3,01,0.7020352896120685,5880.0
2,63,1,0.0,0,3,16,0.7020406185307769,5880.0
2,64,1,0.0,0,3,17,0.7020406185307769,5880.0
2,61,0,0.0,0,3,01,0.7020838362119062,5880.0
2,57,1,0.0,0,3,16,0.7020708673063729,5880.0
2,57,1,0.0,1,3,17,0.7020708673063729,5880.0
2,66,0,0.333,1,3,01,0.7020352896120685,5880.0
2,54,1,0.0,0,3,16,0.7020814167840721,5880.0
2,75,1,0.0,0,3,16,0.7020406185307769,5880.0
0,65,1,0.0,0,3,16,0.7021107931624341,5880.0
0,65,1,0.0,0,3,17,0.7021107931624341,5880.0
0,65,0,0.0,0,3,01,0.7021015385491814,5880.0
5,60,1,0.0,0,3,16,0.7021717154834967,5880.0
5,60,1,20.0,1,3,17,0.7021645438174937,5880.0
5,60,0,0.0,0,3,01,0.702173519545999,5880.0
5,60,1,0.0,0,3,16,0.7021705727136907,5880.0
5,60,1,0.0,1,3,17,0.7021717154834967,5880.0
5,60,0,0.0,0,3,01,0.7021643729416122,5880.0
5,60,1,0.0,0,3,16,0.7021693597876132,5880.0
5,60,1,20.0,1,3,17,0.7021682479981104,5880.0
5,60,0,0.0,0,3,01,0.702173519545999,5880.0
5,60,1,0.0,0,3,16,0.7021693628141136,5880.0
5,60,1,0.0,0,3,17,0.7021717154834967,5880.0
5,60,0,0.0,0,3,01,0.7021594222439207,5880.0
0,60,1,0.0,0,3,17,0.7021059275556,5880.0
0,60,1,0.0,0,3,16,0.7021107931624341,5880.0
0,60,0,0.0,0,3,01,0.7021107931624341,5880.0
4,56,0,0.0,0,3,01,0.7021166803661539,5880.0
5,75,1,0.0,0,3,16,0.7021702118092108,5880.0
5,75,1,0.0,1,3,17,0.7021737639448334,5880.0
5,75,0,12.9,1,3,01,0.7021703241395009,5880.0
4,63,1,0.0,0,3,17,0.7020586962263123,5880.0
5,75,1,0.0,0,3,16,0.7021569993928038,5880.0
5,75,1,0.0,1,3,17,0.7021569993928038,5880.0
5,75,0,9.5,1,3,01,0.7021543929454931,5880.0
4,63,1,0.0,0,3,16,0.702109217022979,5880.0
0,75,1,0.0,0,3,16,0.7021057495906743,5880.0
0,75,1,0.0,1,3,17,0.7021059275556,5880.0
0,75,0,20.0,1,3,01,0.7020910479883288,5880.0
2,75,1,0.0,0,3,16,0.7020708673063729,5880.0
2,75,1,0.0,0,3,17,0.7020708673063729,5880.0
0,75,1,0.0,0,3,16,0.7021107931624341,5880.0
0,75,1,0.0,0,3,17,0.7021107931624341,5880.0
0,75,0,0.0,0,3,01,0.7021107931624341,5880.0
1,64,1,0.0,0,3,16,0.7021099212388293,5880.0
1,64,1,0.0,0,3,17,0.7021255984792271,5880.0
1,64,0,0.0,0,3,01,0.7021255984792271,5880.0
5,58,1,0.0,0,3,16,0.7021634799309932,5880.0
5,58,1,0.0,1,3,17,0.7021725955131154,5880.0
5,58,0,20.0,1,3,01,0.7021652989715182,5880.0
5,58,1,0.0,0,3,16,0.7021632192892515,5880.0
5,58,1,0.0,1,3,17,0.7021725955131154,5880.0
5,58,0,20.0,1,3,01,0.7021652989715182,5880.0
5,61,1,0.0,0,3,16,0.7021701936344448,5880.0
5,61,1,16.84,1,3,17,0.7021736182989439,5880.0
5,61,0,20.01,1,3,01,0.7021625822258541,5880.0
5,61,1,0.0,0,3,16,0.7021702459348479,5880.0
5,61,1,0.0,1,3,17,0.7021703183566566,5880.0
5,61,0,30.02,1,3,01,0.7021561544204844,5880.0
5,59,1,0.0,0,3,17,0.7021654777786821,5880.0
5,77,1,10.4,1,3,16,0.7021649427852694,5880.0
5,77,1,0.0,1,3,17,0.7021688024939754,5880.0
5,77,0,0.0,0,3,01,0.7021708887640646,5880.0
5,58,1,0.0,0,3,16,0.70216754222721,5880.0
5,58,1,0.0,0,3,17,0.70216754222721,5880.0
5,58,0,0.0,0,3,01,0.70216754222721,5880.0
4,77,1,0.0,1,3,17,0.7021515394260057,5880.0
5,78,1,0.0,0,3,16,0.7021543929454931,5880.0
5,78,1,0.0,0,3,17,0.7021543929454931,5880.0
5,78,0,0.0,0,3,01,0.7021543929454931,5880.0
5,61,0,30.02,1,3,01,0.7021559844898241,5880.0
5,61,1,0.0,0,3,16,0.7021654777786821,5880.0
5,61,0,20.01,1,3,01,0.7021654777786821,5880.0
5,66,1,0.0,0,3,16,0.7021688203478347,5880.0
5,66,0,30.0,1,3,01,0.7021615834664294,5880.0
4,56,1,0.0,0,3,16,0.7021267484173326,5880.0
0,79,1,30.3,1,3,16,0.7020811765145626,5880.0
0,79,1,0.0,0,3,17,0.7021024423645792,5880.0
0,79,0,0.0,0,3,01,0.7021059275556,5880.0
2,77,1,0.0,0,3,17,0.7020708673063729,5880.0
2,77,0,0.333,1,3,01,0.7020407381474176,5880.0
5,57,0,15.0,1,3,01,0.7021836893481692,5880.0
5,73,1,0.0,1,3,17,0.7021549329982006,5880.0
5,73,0,20.77,1,3,01,0.7021477401560141,5880.0
5,73,0,20.77,1,3,01,0.7021477401560141,5880.0
3,56,1,0.0,0,3,17,0.7020927576250704,5880.0
3,56,1,0.0,0,3,16,0.7021006211751335,5880.0
3,56,0,0.0,0,3,01,0.7021006211751335,5880.0
5,79,1,35.0,1,3,16,0.7020990534008898,5880.0
5,79,1,0.0,1,3,17,0.7021487821281207,5880.0
5,79,0,20.0,1,3,01,0.7021496329031228,5880.0
5,79,1,0.0,0,3,16,0.7021500094919831,5880.0
5,79,1,0.0,1,3,17,0.7021500251548374,5880.0
5,79,0,20.0,1,3,01,0.7021497704888309,5880.0
5,79,1,0.0,0,3,16,0.7021500235888898,5880.0
5,79,1,0.0,1,3,17,0.7021500110586064,5880.0
5,79,0,20.0,1,3,01,0.7021497957293144,5880.0
5,77,1,0.0,0,3,16,0.7021838182050241,5880.0
5,77,1,15.0,1,3,17,0.702180346077021,5880.0
5,77,0,0.0,0,3,01,0.7021850313794632,5880.0
3,56,1,0.0,0,3,16,0.7020884412735696,5880.0
5,39,0,0.0,0,3,01,0.7021532829849803,5880.0
4,68,1,0.0,0,3,16,0.702097794440482,5880.0
4,68,1,0.0,1,3,17,0.7020987445866795,5880.0
4,68,0,0.0,0,3,01,0.7020926844251976,5880.0
5,59,1,0.0,0,3,16,0.7021680342759694,5880.0
5,59,1,0.0,1,3,17,0.7021680310583347,5880.0
5,59,0,25.0,1,3,01,0.7021651133237595,5880.0
5,59,1,0.0,0,3,16,0.7021680366888879,5880.0
5,59,1,0.0,1,3,17,0.7021680302538528,5880.0
5,59,0,25.0,1,3,01,0.7021664427303363,5880.0
1,56,1,0.0,0,3,16,0.7020914062276835,5880.0
5,54,1,0.0,0,3,16,0.7021594336681223,5880.0
5,54,1,0.0,0,3,17,0.7021594336681223,5880.0
5,54,0,0.0,0,3,01,0.7021594336681223,5880.0
5,66,1,22.509999999999998,1,3,16,0.702158892649648,5880.0
5,66,1,0.0,1,3,17,0.7021679746737594,5880.0
5,66,0,30.0,1,3,01,0.7021538943149817,5880.0
5,66,1,22.509999999999998,1,3,16,0.7021590830539199,5880.0
5,66,1,0.0,1,3,17,0.7021680117426788,5880.0
5,66,0,30.0,1,3,01,0.7021538444139078,5880.0
0,66,1,0.0,1,3,16,0.7021059275556,5880.0
0,66,1,0.0,1,3,17,0.7021059275556,5880.0
0,66,0,0.0,0,3,01,0.7021059275556,5880.0
0,66,1,0.0,1,3,16,0.7021107931624341,5880.0
0,66,1,0.0,1,3,17,0.7021107931624341,5880.0
0,66,0,35.0,1,3,01,0.7020679895475345,5880.0
5,66,1,0.0,0,3,16,0.7021672108521286,5880.0
5,66,1,0.0,0,3,17,0.7021672108521286,5880.0
2,66,1,0.0,0,3,16,0.7020527167375896,5880.0
2,66,1,0.0,1,3,17,0.7020619098236731,5880.0
2,66,0,0.333,1,3,01,0.7020535712996566,5880.0
2,66,1,0.0,0,3,16,0.7020467981748152,5880.0
2,66,1,0.0,1,3,17,0.7020619098236731,5880.0
2,66,0,0.333,1,3,01,0.702053118873883,5880.0
2,78,1,0.0,0,3,16,0.7020458210218441,5880.0
2,78,0,0.333,1,3,01,0.7020352896120685,5880.0
2,54,0,0.333,1,3,01,0.7020352896120685,5880.0
2,67,1,0.0,1,3,17,0.7020814167840721,5880.0
2,64,1,0.0,0,3,16,0.7020619098236731,5880.0
2,64,1,0.0,1,3,17,0.7020814167840721,5880.0
2,64,0,33.33,1,3,01,0.7020838362119062,5880.0
2,70,1,0.0,1,3,17,0.7020814167840721,5880.0
2,59,1,0.0,0,3,16,0.7020398172974364,5880.0
2,54,1,0.0,0,3,16,0.7020814167840721,5880.0
2,54,1,0.0,1,3,17,0.7020814167840721,5880.0
2,66,1,0.0,1,3,17,0.7020814167840721,5880.0
0,65,1,0.0,0,3,16,0.7021106570060407,5880.0
0,65,1,0.0,1,3,17,0.7021107931624341,5880.0
0,65,0,20.0,1,3,01,0.7021114536324154,5880.0
5,64,1,0.0,0,3,16,0.7021615834664294,5880.0
0,62,1,20.0,1,3,16,0.7020972359662363,5880.0
0,62,1,0.0,1,3,17,0.7021138170241582,5880.0
0,62,0,0.0,0,3,01,0.7021180555671357,5880.0
0,62,1,20.0,1,3,16,0.7020557402910612,5880.0
0,62,1,0.0,1,3,17,0.70207360320007,5880.0
0,62,0,0.0,0,3,01,0.7020789143893862,5880.0
0,62,1,20.0,1,3,16,0.7020841093024682,5880.0
0,62,1,0.0,1,3,17,0.7021023974914532,5880.0
0,62,0,0.0,0,3,01,0.7021059275556,5880.0
2,62,1,0.0,0,3,16,0.7020232361318883,5880.0
4,62,1,20.0,1,3,16,0.7020561711462107,5880.0
4,62,1,0.0,1,3,17,0.7020736441312808,5880.0
4,62,0,0.0,0,3,01,0.7020789143893862,5880.0
3,62,1,20.0,1,3,16,0.702079193837565,5880.0
3,62,1,0.0,1,3,17,0.7020968101886048,5880.0
3,62,0,0.0,0,3,01,0.7021006211751335,5880.0
0,62,1,0.0,0,3,16,0.7020740658255245,5880.0
0,62,1,0.0,1,3,17,0.7020927576250704,5880.0
0,62,0,0.0,0,3,01,0.7021028179917984,5880.0
3,62,1,20.0,1,3,16,0.702055587719493,5880.0
3,62,1,0.0,1,3,17,0.7020736441312808,5880.0
3,62,0,0.0,0,3,01,0.7020789143893862,5880.0
0,75,0,0.0,0,3,01,0.702086176505966,5880.0
5,64,1,0.0,0,3,17,0.7021569993928038,5880.0
5,64,1,0.0,0,3,16,0.7021636072870708,5880.0
5,64,1,0.0,0,3,17,0.7021569993928038,5880.0
5,56,1,0.0,0,3,16,0.7021368594142084,5880.0
5,56,1,0.0,0,3,17,0.7021368594142084,5880.0
5,56,0,0.0,0,3,01,0.7021368594142084,5880.0
5,64,1,20.0,1,3,16,0.7021528618815687,5880.0
5,64,1,15.57,1,3,17,0.7021694149536601,5880.0
5,64,0,20.02,1,3,01,0.7021550411799649,5880.0
5,64,1,20.0,1,3,16,0.702150507005272,5880.0
5,64,1,0.0,1,3,17,0.7021614959036873,5880.0
5,64,0,20.02,1,3,01,0.7021529262716797,5880.0
5,64,1,20.0,1,3,16,0.7021504483226093,5880.0
5,64,1,0.0,1,3,17,0.7021614937900864,5880.0
5,64,0,20.02,1,3,01,0.7021528862224519,5880.0
5,64,1,0.0,0,3,17,0.7020736441312808,5880.0
2,64,1,0.0,0,3,16,0.7020439514059963,5880.0
2,64,1,0.0,1,3,17,0.7020619098236731,5880.0
2,64,0,0.333,1,3,01,0.702058368142166,5880.0
2,66,1,0.0,0,3,16,0.7020814167840721,5880.0
2,66,1,0.0,0,3,17,0.7020814167840721,5880.0
2,66,0,0.0,0,3,01,0.7020814167840721,5880.0
2,60,1,0.0,0,3,16,0.7020670539080553,5880.0
2,60,1,0.0,1,3,17,0.7020814167840721,5880.0
2,60,0,33.33,1,3,01,0.7020838362119062,5880.0
2,62,1,0.0,0,3,16,0.7020337619122619,5880.0
2,62,1,0.0,0,3,17,0.7020619098236731,5880.0
2,62,0,0.333,1,3,01,0.7020352896120685,5880.0
4,56,1,0.0,0,3,17,0.7021267484173326,5880.0
2,58,1,0.0,0,3,16,0.7020619098236731,5880.0
2,78,1,0.0,0,3,16,0.7020395453852548,5880.0
2,78,1,0.0,1,3,17,0.7020586962263123,5880.0
2,78,0,33.33,1,3,01,0.7020619098236731,5880.0
2,51,0,0.0,0,3,01,0.702048281764757,5880.0
2,64,0,0.0,0,3,01,0.7020619098236731,5880.0
2,64,1,0.0,0,3,16,0.702048281764757,5880.0
2,67,1,0.0,0,3,16,0.7020586962263123,5880.0
2,67,1,0.0,1,3,17,0.7020586962263123,5880.0
2,67,0,33.33,1,3,01,0.7020619098236731,5880.0
4,56,1,0.0,0,3,16,0.7021107931624341,5880.0
4,56,0,0.0,0,3,01,0.7021289657046493,5880.0
2,61,0,0.333,1,3,01,0.7020352896120685,5880.0
2,77,1,0.0,0,3,16,0.7020518893453717,5880.0
2,75,1,0.0,0,3,16,0.7020814167840721,5880.0
2,75,1,0.0,0,3,17,0.7020814167840721,5880.0
2,75,0,33.33,1,3,01,0.7020838362119062,5880.0
2,64,1,0.0,0,3,16,0.702048281764757,5880.0
2,58,1,0.0,0,3,16,0.702040847666405,5880.0
2,58,1,0.0,1,3,17,0.7020586962263123,5880.0
2,58,0,33.33,1,3,01,0.7020619098236731,5880.0
2,65,1,0.0,0,3,16,0.7020586962263123,5880.0
2,52,1,0.0,0,3,16,0.7020524447134836,5880.0
2,52,1,0.0,1,3,17,0.7020586962263123,5880.0
2,52,0,33.33,1,3,01,0.7020619098236731,5880.0
2,46,1,0.0,0,3,16,0.702048281764757,5880.0
2,61,1,0.0,0,3,16,0.7020463953961018,5880.0
2,61,1,0.0,1,3,17,0.7020586962263123,5880.0
2,61,0,33.33,1,3,01,0.7020619098236731,5880.0
2,66,1,0.0,0,3,16,0.702054991864896,5880.0
2,66,1,0.0,1,3,17,0.7020586962263123,5880.0
2,66,0,33.33,1,3,01,0.7020548208805324,5880.0
2,59,1,0.0,0,3,16,0.702054889313902,5880.0
2,59,1,0.0,1,3,17,0.7020586962263123,5880.0
2,59,0,33.33,1,3,01,0.7020497600259191,5880.0
2,54,1,0.0,0,3,16,0.7020586962263123,5880.0
2,54,1,0.0,1,3,17,0.7020586962263123,5880.0
2,54,0,33.33,1,3,01,0.70205232452714,5880.0
2,64,1,0.0,0,3,16,0.7020620909638808,5880.0
2,64,1,0.0,1,3,17,0.7020756302647668,5880.0
2,64,0,33.33,1,3,01,0.7020792128526462,5880.0
2,64,1,0.0,0,3,16,0.7020619728730746,5880.0
2,64,1,0.0,1,3,17,0.7020814167840721,5880.0
2,64,0,33.33,1,3,01,0.7020838362119062,5880.0
2,64,1,0.0,0,3,16,0.7020453191059791,5880.0
2,64,1,0.0,1,3,17,0.7020619098236731,5880.0
2,64,0,0.333,1,3,01,0.7020592511219514,5880.0
2,66,1,35.0,1,3,16,0.7020412944119866,5880.0
2,66,1,0.0,0,3,17,0.7020586962263123,5880.0
2,66,0,0.0,0,3,01,0.7020586962263123,5880.0
2,70,1,0.0,0,3,16,0.7020586962263123,5880.0
2,60,1,0.0,0,3,16,0.7020524447134836,5880.0
2,60,1,0.0,1,3,17,0.7020586962263123,5880.0
2,60,0,33.33,1,3,01,0.7020619098236731,5880.0
4,56,1,0.0,0,3,16,0.7021090809961154,5880.0
5,79,1,0.0,0,3,16,0.7021569993928038,5880.0
5,79,1,0.0,1,3,17,0.7021569993928038,5880.0
5,79,0,20.02,1,3,01,0.7021482197298974,5880.0
5,79,1,0.0,0,3,16,0.7021569993928038,5880.0
5,79,1,20.59,1,3,17,0.7021569993928038,5880.0
5,79,0,20.02,1,3,01,0.7021482164228614,5880.0
5,59,1,0.0,0,3,16,0.70216754222721,5880.0
5,59,0,0.0,0,3,01,0.7021665331847988,5880.0
5,61,1,0.0,0,3,16,0.7021702023603131,5880.0
5,61,1,0.0,1,3,17,0.7021703183566566,5880.0
5,61,0,35.0,1,3,01,0.7021482544342079,5880.0
3,62,1,20.0,1,3,16,0.7020556301269922,5880.0
3,62,1,0.0,1,3,17,0.7020736441312808,5880.0
3,62,0,0.0,0,3,01,0.7020789143893862,5880.0
2,70,1,0.0,0,3,16,0.7020619098236731,5880.0
2,61,1,0.0,0,3,16,0.7020619098236731,5880.0
2,61,1,0.0,1,3,17,0.7020619098236731,5880.0
2,61,0,0.333,1,3,01,0.7020544607361148,5880.0
2,77,1,0.0,0,3,16,0.7020518893453717,5880.0
2,77,1,0.0,1,3,17,0.7020708673063729,5880.0
2,77,0,0.333,1,3,01,0.7020559799156381,5880.0
5,75,1,0.0,0,3,16,0.7021764664833761,5880.0
5,75,1,0.0,1,3,17,0.7021764664833761,5880.0
5,75,0,12.0,1,3,01,0.7021790257094772,5880.0
4,56,1,0.0,0,3,16,0.7021012464783487,5880.0
4,56,1,0.0,0,3,17,0.7021267484173326,5880.0
4,56,0,25.0,1,3,01,0.7021038609666512,5880.0
2,75,1,0.0,0,3,16,0.7020708673063729,5880.0
2,75,1,0.0,1,3,17,0.7020708673063729,5880.0
2,75,0,0.333,1,3,01,0.7020736441312808,5880.0
2,54,1,0.0,0,3,16,0.7020619098236731,5880.0
2,54,1,0.0,1,3,17,0.7020619098236731,5880.0
2,54,0,0.333,1,3,01,0.7020679895475345,5880.0
