DES_CATEGORIA_MATERIAL,DES_MARCA_MATERIAL,FLG_DATA,PCT_DESCONTO,flg_mkt,ANO,CICLO,VL_PRECO_BOX_COX,QT_VENDA_lagged_3
1,61,1,20.03,1,2,11,0.7021108475319875,8610.0
2,64,1,0.0,0,1,12,0.702048281764757,21082.0
2,70,0,0.0,0,1,13,0.7020246461681887,2560.0
2,56,0,25.0,1,1,15,0.7020562637994273,26438.0
2,64,0,0.0,0,3,04,0.7020406185307769,45502.0
0,75,0,0.0,0,3,14,0.7021059275556,17226.0
5,75,0,0.0,0,3,03,0.7021762690664206,270678.0
4,56,0,27.5,1,2,09,0.7021094522968,89286.0
4,56,0,0.0,0,3,05,0.7020968101886048,706.0
2,52,0,0.0,0,2,14,0.7020736441312808,324.0
2,64,1,0.0,0,2,06,0.702048281764757,2462.0
5,80,1,0.0,0,2,17,0.7021538430265974,756.0
4,56,0,0.0,0,1,11,0.7021112112147928,734.0
4,63,0,16.71,1,1,04,0.7020862167784898,226467.0
1,63,0,0.0,0,1,05,0.7021006211751335,15564.0
5,70,0,0.0,0,3,09,0.7020736441312808,646.0
3,56,0,0.0,0,3,03,0.702079950661645,938.0
2,63,0,0.0,0,2,10,0.7020463202686815,6794.0
4,63,1,0.0,0,3,11,0.7020884412735696,9276.0
2,75,0,27.545,1,2,12,0.7020406683889884,40938.0
5,54,0,0.0,0,1,01,0.7021594336681223,240.0
4,70,0,20.0,1,3,03,0.7020723582082198,14164.0
5,58,0,0.0,0,1,04,0.70216754222721,596.0
3,71,1,15.0,1,2,06,0.7021237587280887,5784.0
3,56,0,0.0,0,1,04,0.7021267484173326,9898.0
5,80,1,0.0,0,1,18,0.7021515140175287,117342.0
2,65,0,0.0,0,2,07,0.7020736441312808,26134.0
4,56,0,0.0,0,1,10,0.7021205999416172,73072.0
5,79,0,0.0,0,3,12,0.7021557251188878,1410.0
4,56,0,20.04,1,2,03,0.7020920483869529,126966.0
1,76,0,0.0,0,3,05,0.7021368594142084,9578.0
3,56,1,20.0,1,1,17,0.7020909943557339,15886.0
4,60,0,30.0,1,3,01,0.7020616413374674,57464.0
1,56,0,0.0,0,2,10,0.7021267484173326,1160.0
2,63,0,20.0,1,2,02,0.702029460472741,23012.0
3,71,1,15.0,1,3,08,0.7020660923966482,26152.0
5,49,0,0.0,0,3,02,0.7021569993928038,414.0
2,75,0,0.0,0,3,05,0.7020728213824393,4168.0
2,50,0,0.0,0,1,13,0.7020246461681887,858.0
3,56,0,0.0,0,1,08,0.7020925744737702,73574.0
3,63,0,0.0,0,3,04,0.702050103358422,1622.0
4,63,0,25.0,1,3,15,0.7020275929940089,6446.0
3,56,0,0.0,0,2,05,0.7021006211751335,408.0
2,60,0,0.0,0,2,13,0.7020586962263123,258.0
2,64,0,0.0,0,3,04,0.7020619098236731,5764.0
3,71,1,15.0,1,3,08,0.7020809973392838,43482.0
2,61,0,0.0,0,3,04,0.7020814167840721,10480.0
2,63,1,0.0,0,3,08,0.7020482173517392,33778.0
4,68,0,30.0,1,3,12,0.7020680115191779,9124.0
4,77,0,0.0,0,2,12,0.7021513416017621,75076.0
4,68,0,0.0,0,2,05,0.7020966085467553,32171.0
5,62,0,25.0,1,2,12,0.7021390467824162,355646.0
3,56,0,30.0,1,2,01,0.7020586962263123,1526.0
5,64,0,0.0,0,1,11,0.7021569993928038,15530.0
4,63,0,17.47,1,1,04,0.7020365555233492,43366.0
4,63,1,13.89,1,1,09,0.7020210253627842,36950.0
4,63,0,0.0,0,2,05,0.7020553583659229,6052.0
2,50,0,0.0,0,2,05,0.7020507861743178,7408.0
4,63,1,0.0,0,1,12,0.7020679895475345,110565.0
5,70,0,0.0,0,3,03,0.7021206998669796,2064.0
2,65,0,0.0,0,1,04,0.7020406185307769,86726.0
0,37,0,0.0,0,2,05,0.7021059275556,408.0
2,64,0,0.0,0,1,13,0.7020232361318883,320.0
2,63,0,0.0,0,1,06,0.7020365451269506,30830.0
2,70,0,33.33,1,3,05,0.7020481805241453,16804.0
2,62,0,20.0,1,1,03,0.7020666081008926,23398.0
0,60,0,35.0,1,2,01,0.7020650055936173,10722.0
5,63,1,0.0,0,2,11,0.7021091730500035,60838.0
3,71,1,15.0,1,2,17,0.7020956407523622,27116.0
4,56,0,0.0,0,2,03,0.7019905548657916,802.0
2,60,0,0.0,0,2,12,0.7020406484487813,32960.0
3,71,0,0.0,0,1,08,0.7021140445127942,19858.0
4,56,0,20.0,1,3,01,0.7020789652763016,156156.0
3,71,0,20.0,1,2,03,0.7021078541840243,14206.0
4,56,1,0.0,0,1,07,0.7020838362119062,22144.0
5,79,1,2.5,1,2,16,0.7021458370116126,166652.0
3,56,0,0.0,0,1,02,0.7020679895475345,8052.0
5,70,0,0.0,0,1,10,0.7021446605782582,2188.0
5,77,1,0.0,0,1,18,0.7021180555671357,20142.0
2,64,0,0.0,0,2,03,0.7020479684805657,51630.0
5,75,0,0.0,0,1,02,0.7021570027166406,978.0
5,64,0,0.0,0,1,06,0.7021569993928038,1746.0
4,37,1,0.0,0,1,18,0.7020984581729987,264.0
4,56,0,0.0,0,1,10,0.7021206740989321,16842.0
5,69,0,0.0,0,2,02,0.7021321868048541,158651.0
5,62,0,0.0,0,2,04,0.7021484044077558,176036.0
4,63,1,13.42,1,1,18,0.7020254717280003,53586.0
5,61,0,0.0,0,1,05,0.7021636072870708,426.0
0,75,1,26.27,1,2,17,0.7020962925147771,35454.0
2,78,0,0.0,0,2,12,0.7020397368099067,726.0
5,70,0,0.0,0,2,12,0.7021515394260057,886.0
1,70,0,0.0,0,1,06,0.7020971725246525,1766.0
4,64,0,0.0,0,3,03,0.7021024423645792,762.0
4,56,1,0.0,0,2,11,0.7020927576250704,40150.0
5,65,0,0.0,0,2,14,0.7021593879424464,240.0
2,62,0,25.05,1,2,05,0.7020187069446001,50370.0
4,56,1,0.0,0,1,09,0.702086176505966,7942.0
2,70,0,0.0,0,3,14,0.7020437585358863,3800.0
4,56,0,20.0,1,3,05,0.7021194081842175,1616.0
3,56,0,0.0,0,1,08,0.7020927576250704,240.0
1,56,0,20.62,1,2,03,0.7021150779934993,40874.0
4,56,0,0.0,0,1,10,0.7020890954551388,2596.0
3,71,1,15.0,1,3,06,0.7021069259082862,1570.0
5,63,0,0.0,0,1,08,0.7020968101886048,2720.0
4,56,0,0.0,0,3,12,0.7020736441312808,488.0
3,63,1,20.1,1,1,17,0.7020232834340726,53420.0
2,60,0,0.0,0,3,15,0.7020618388367745,35416.0
3,56,0,0.0,0,3,15,0.7021006211751335,28834.0
2,70,0,0.0,0,1,05,0.702048281764757,1926.0
2,61,0,35.0,1,2,01,0.7020360343671914,9272.0
1,56,0,0.0,0,1,02,0.7020927576250704,498.0
2,61,1,0.0,0,1,09,0.7020736441312808,14520.0
4,70,1,0.0,0,2,17,0.7021024423645792,3154.0
4,77,1,0.0,0,1,12,0.7021428926018357,22192.0
5,63,0,27.5,1,1,10,0.7020830587588015,130896.0
4,56,0,0.0,1,2,15,0.7021240693239993,90100.0
2,65,1,0.0,0,3,11,0.7020619098236731,13708.0
4,63,0,0.0,0,1,04,0.7021006211751335,240.0
2,63,0,21.51,1,1,08,0.7020485756537472,33570.0
1,56,0,0.0,0,1,10,0.7021310789573301,322.0
5,80,0,0.0,0,2,05,0.7021549329982006,242.0
3,56,0,0.0,0,1,14,0.7020927576250704,25852.0
1,77,0,0.0,0,1,13,0.7021330875531976,31008.0
4,63,0,0.0,0,3,01,0.702086176505966,322.0
5,57,0,0.0,0,3,01,0.7021834296813998,1524.0
1,59,0,25.0,1,3,02,0.702105940246725,20298.0
5,56,0,0.0,0,1,04,0.7021442126953927,452.0
4,64,0,0.0,0,2,09,0.7021137287056831,19734.0
4,56,0,0.0,0,1,08,0.7020736441312808,3522.0
2,64,0,0.0,0,3,03,0.702047931553799,30812.0
2,65,0,0.0,0,1,14,0.7020553583659229,1492.0
3,56,1,0.0,0,3,11,0.7021059275556,244.0
4,56,0,25.0,1,2,14,0.7020852146535074,40888.0
4,63,0,20.0,1,2,09,0.7020793900922616,15670.0
5,69,0,20.0,1,2,13,0.7021181064323988,43054.0
5,79,1,0.0,1,1,12,0.7021431665714185,225904.0
2,61,0,0.0,0,3,10,0.7020584666982428,1418.0
3,63,1,20.0,1,2,08,0.7020871253533697,24232.0
2,41,1,0.0,0,2,17,0.7020736441312808,242.0
4,61,0,0.0,0,3,07,0.7021138170241582,4394.0
4,63,1,9.43,1,2,17,0.7020359611871135,12600.0
5,70,1,0.0,0,3,11,0.702155502834541,295918.0
4,63,0,0.0,0,2,14,0.7020576750921635,2668.0
2,70,0,33.33,1,3,12,0.7020481805241453,40362.0
4,69,0,20.0,1,3,01,0.7020708673063729,67170.0
4,63,1,22.0,1,2,11,0.7020771437579071,51168.0
5,64,0,0.0,0,1,15,0.7021571572622898,317284.0
2,64,1,0.0,0,1,12,0.702048281764757,8670.0
1,56,0,0.0,0,2,07,0.7021185283613686,1200.0
2,65,0,25.085,1,1,11,0.7020658446031774,14342.0
4,56,0,0.0,0,1,14,0.7021204674745521,454984.0
2,64,1,0.0,0,2,16,0.7020427492673182,11888.0
1,56,0,25.0,1,1,15,0.7021128262732634,20756.0
3,56,0,0.0,0,1,04,0.702098696941602,86380.0
3,63,0,0.0,0,1,02,0.7020397066099359,1560.0
5,59,1,0.0,0,1,12,0.7021491331071879,588.0
2,63,1,21.16,1,2,08,0.7020183981995799,21610.0
1,47,0,0.0,0,2,14,0.7021265815252504,1038.0
2,75,0,0.0,0,1,06,0.702073473441917,158782.0
1,56,0,20.0,1,3,05,0.7021206708769904,6498.0
4,63,0,0.0,0,3,13,0.7020445276757239,2346.0
5,77,0,9.45,1,1,08,0.7021108125862245,10508.0
0,79,0,0.0,0,3,15,0.7021024423645792,1872.0
5,64,0,0.0,0,3,15,0.7021569881719992,56728.0
3,63,0,0.0,0,2,12,0.702048281764757,32722.0
4,63,0,0.0,0,1,02,0.7019841323673732,240.0
3,56,0,0.0,0,3,02,0.702100477750006,39584.0
2,66,1,0.0,0,1,07,0.702048281764757,800.0
5,56,0,0.0,0,3,03,0.7021368594142084,1058.0
3,56,0,0.0,0,1,08,0.7020927210352313,37086.0
2,70,0,0.0,0,1,08,0.7020553583659229,240.0
3,71,0,27.5,1,3,14,0.7021250422212759,32690.0
4,63,0,20.0,1,3,04,0.7020958753497487,18818.0
4,63,0,20.0,1,2,02,0.7020204078752943,42648.0
2,61,1,15.0,1,2,11,0.7020408775137321,7764.0
2,64,1,0.0,0,2,16,0.7020689434445295,1830.6666666666667
4,56,0,0.0,0,1,13,0.7020625303797093,3192.0
4,63,0,0.0,0,3,10,0.7021123221615151,23122.0
5,60,0,20.0,1,3,01,0.7021615950489386,79146.0
5,58,0,0.0,0,1,06,0.70216754222721,49276.0
3,71,1,15.0,1,2,17,0.7021222968375768,5870.0
5,77,0,15.0,1,1,01,0.7021607465652967,58212.0
2,60,0,27.545,1,2,12,0.7020235786002307,22454.0
4,56,1,0.0,0,1,18,0.7021206998669796,3390.0
1,56,0,0.0,0,1,15,0.7021164149189193,3358.0
2,65,0,0.0,0,3,04,0.7020619098236731,38624.0
2,64,0,0.0,0,2,15,0.7020586962263123,412.0
5,64,0,0.0,0,1,08,0.7021569993928038,324.0
2,66,0,0.0,0,2,10,0.7020586962263123,346.0
4,63,0,0.0,0,3,01,0.702086176505966,76780.0
5,51,0,0.0,0,2,03,0.7021569993928038,47418.0
3,75,1,0.0,0,3,11,0.7020927158064634,13502.0
5,75,0,0.0,0,3,14,0.7021801863645619,55854.0
3,56,0,0.0,0,1,14,0.7020814167840721,2974.0
1,56,0,0.0,0,1,11,0.7021219715103496,14614.0
5,53,0,0.0,0,2,13,0.702144947003777,400.0
0,75,0,0.0,0,1,11,0.7021024423645792,246.0
1,56,1,0.0,0,2,17,0.7021268391967636,814.0
4,63,1,0.0,0,3,08,0.7020736441312808,2384.0
4,56,1,0.0,0,2,11,0.7021244197111483,61906.0
2,66,0,0.0,0,1,05,0.7020736441312808,240.0
5,79,0,0.0,0,1,08,0.7021456664925787,110720.0
5,65,0,20.0,1,3,15,0.7021513055013843,59978.0
4,56,0,0.0,0,1,15,0.702094510849291,458.0
2,75,0,20.0,1,3,04,0.7020519512220739,167922.0
3,56,1,0.0,0,1,17,0.7020864120595635,2100.0
4,68,1,0.0,0,1,07,0.7020948154330239,2660.0
3,63,1,25.0,1,3,06,0.7020394848572368,32354.0
5,69,1,0.0,0,1,17,0.7021267484173326,14178.0
4,56,1,0.0,0,3,08,0.7021267484173326,522.0
4,63,0,0.0,0,1,08,0.7020733229242171,8836.0
4,56,0,0.0,1,1,05,0.7021206998669796,18078.0
4,63,0,25.07,1,2,07,0.7020532931546332,94958.0
3,63,0,0.0,0,2,13,0.7020326548145496,22756.0
4,56,1,0.0,0,1,09,0.7020838362119062,14802.0
2,60,1,27.535,1,1,17,0.7020641272687769,50998.0
4,77,0,0.0,0,1,03,0.7021515394260057,362.0
2,65,0,33.33,1,3,13,0.7020496513370054,75586.0
4,69,0,0.0,0,3,10,0.7020906339123636,1106.0
0,64,0,0.0,0,3,04,0.702097367527873,1552.0
5,65,1,0.0,0,2,17,0.7021593879424464,124388.0
2,78,0,20.07,1,1,08,0.7020603181452839,55686.0
4,56,0,0.0,0,2,10,0.7020803074562731,1386.0
4,68,0,0.0,0,2,02,0.7020736441312808,1932.0
5,51,0,0.0,0,3,14,0.7021593879424464,16264.0
1,56,0,35.0,1,1,02,0.7020736441312808,13416.0
2,70,0,0.0,0,3,05,0.7020313824340593,246.0
2,42,0,0.0,0,2,04,0.7020736441312808,240.0
4,56,0,0.0,0,1,08,0.7020736441312808,1034.0
1,56,0,10.0,1,3,10,0.702126027263015,12014.0
2,58,0,33.33,1,3,05,0.7020470408749359,11278.0
4,56,0,0.0,0,2,01,0.7020927576250704,1004.0
5,78,1,0.0,0,2,08,0.7021564303620736,616022.0
4,56,1,0.0,0,2,08,0.702082345727288,1138.0
2,60,1,0.0,0,2,08,0.7020736441312808,240.0
3,56,1,0.0,0,3,08,0.7021166803661539,25242.0
4,63,0,0.0,0,2,10,0.7020261183629374,1132.0
5,70,1,0.0,0,1,07,0.7021484044077558,23640.0
1,56,0,0.0,0,2,09,0.7021310789573301,506.0
4,63,0,0.0,0,1,16,0.7020736441312808,3614.0
0,65,0,22.27,1,1,02,0.7020861937684495,19752.0
4,63,1,22.0,1,2,11,0.7021105088019394,118620.0
5,55,0,0.0,0,2,07,0.7021642330937496,3974.0
0,66,1,0.0,0,1,12,0.7020833108575827,240.0
2,72,0,0.0,0,3,14,0.7020637578973272,5302.0
5,66,0,0.0,0,1,05,0.7021615834664294,508.0
2,65,1,0.0,0,1,17,0.7020736441312808,320.0
4,60,0,0.0,0,2,04,0.7020838362119062,21832.0
4,63,0,0.0,0,1,01,0.7020581295005733,27588.0
4,56,0,0.0,0,1,16,0.7020736441312808,5154.0
4,56,0,0.0,0,3,13,0.7021013013478137,402.0
0,66,0,31.18,1,2,04,0.7020763249514401,1452.0
5,56,0,20.04,1,1,13,0.7021129310246983,101464.0
5,51,0,0.0,0,3,05,0.7021569993928038,638.0
3,56,0,0.0,0,2,12,0.7021138170241582,254.0
5,64,0,0.0,0,1,10,0.7021569993928038,139744.0
2,66,0,0.0,0,1,02,0.7020133376916323,804.0
2,70,1,0.0,0,2,11,0.7020660923966482,688.0
5,75,0,10.01,1,1,13,0.7021696983375316,78656.0
2,65,0,27.5,1,2,12,0.7020330216033163,29772.0
3,62,0,0.0,0,1,04,0.7020586962263123,246.0
1,56,1,20.0,1,3,08,0.7021107153994984,71040.0
1,56,0,0.0,0,3,10,0.7021373909947946,2628.0
3,71,0,17.5,1,3,01,0.7020689506828801,19830.0
4,75,0,0.0,0,1,01,0.7020838362119062,240.0
1,64,1,35.0,1,1,17,0.7020879661574657,13504.0
5,77,0,0.0,0,3,15,0.7021244197111483,1838.0
2,70,0,0.0,0,1,14,0.7020553583659229,684.0
4,70,1,0.0,0,1,07,0.7020967807197104,32010.0
2,70,0,0.0,1,2,15,0.7020736441312808,36342.0
2,75,0,0.0,0,3,09,0.7020708248983647,179844.0
3,63,0,20.0,1,1,03,0.7020396260309121,46546.0
5,62,0,20.03,1,2,10,0.7021331121685913,127248.0
2,70,0,0.0,0,2,13,0.7020452526145979,662.0
2,66,0,10.0,1,1,01,0.7020736441312808,32148.0
3,56,0,0.0,0,3,14,0.7021164744122513,7422.0
3,56,1,0.0,0,2,06,0.7020773974208526,984.0
5,65,1,0.0,0,2,17,0.7021593879424464,4580.0
2,24,1,0.0,0,1,18,0.7020679895475345,240.0
5,53,0,0.0,0,1,11,0.7021455219722358,4454.0
5,58,0,25.415,1,1,11,0.702163282408213,105652.0
2,64,1,0.0,0,2,16,0.7020736441312808,252.0
4,56,0,25.0,1,3,13,0.7020714446142918,6564.0
3,63,1,0.0,0,3,11,0.7020406185307769,1296.0
3,56,0,0.0,0,2,09,0.7020840678124798,1098.0
2,78,0,0.0,0,2,07,0.7020736441312808,422.0
4,61,1,0.0,0,1,07,0.7021138170241582,4474.0
2,63,0,20.0,1,2,02,0.7020286208816434,111338.0
5,56,0,0.0,0,2,04,0.7021265520672252,61808.0
4,61,0,25.049999999999997,1,1,16,0.7020968641796531,40396.0
2,75,0,0.0,0,3,01,0.7020183981995799,29782.0
1,56,0,0.0,0,2,03,0.702119394966562,882.0
3,63,1,0.0,0,2,16,0.7020586962263123,574.0
5,75,0,0.0,0,3,02,0.7021764340863853,45054.0
4,63,1,0.0,0,1,07,0.7020406185307769,2534.0
4,56,0,25.0,1,3,01,0.7021106531109693,160838.0
2,66,1,0.0,0,2,08,0.7020736441312808,544.0
1,47,0,0.0,0,3,01,0.7021300348988083,590.0
1,56,0,20.0,1,2,05,0.7021124090190963,7654.0
4,31,0,0.0,0,2,01,0.7020736441312808,242.0
4,56,0,0.0,1,2,15,0.702123954969051,255800.0
5,58,0,0.0,1,3,10,0.70216754222721,326.0
2,70,0,0.0,0,1,04,0.7020736441312808,324.0
4,56,0,0.0,0,1,11,0.7021059275556,252.0
3,56,1,0.0,0,2,11,0.7021138170241582,7696.0
2,65,1,30.064999999999998,1,2,16,0.7020463014773988,33974.0
3,63,0,0.0,0,2,01,0.7020650055936173,378.0
5,52,0,0.0,0,3,07,0.702144947003777,246.0
2,54,0,0.0,0,1,05,0.7020255759186573,712.0
4,56,0,0.0,0,3,04,0.7020966380950292,166282.0
5,64,0,0.0,0,2,15,0.7021569993928038,404.0
2,62,0,0.0,0,1,10,0.7020736441312808,27564.0
2,64,1,0.0,0,3,06,0.7020402888222517,40444.0
4,76,0,0.0,1,2,15,0.7020902009984845,13320.0
4,56,0,0.0,0,1,06,0.7021059275556,3438.0
3,56,0,0.0,0,3,04,0.7020884412735696,426.0
2,65,0,0.0,0,1,14,0.7020736441312808,246.0
1,70,0,0.0,0,2,07,0.7021226045285784,227967.0
2,57,0,0.0,0,2,15,0.7020586962263123,6282.0
2,67,0,0.0,0,1,10,0.702048281764757,582.0
4,56,0,0.0,0,1,05,0.7020838362119062,21824.0
2,78,0,20.07,1,1,16,0.7020556386060439,39518.0
2,70,0,0.0,0,3,01,0.7020437585358863,250.0
2,75,0,30.1,1,1,02,0.7020449766495427,86091.0
1,64,0,30.25,1,2,02,0.7020906339123636,10240.0
4,63,0,9.43,1,2,14,0.7020347300312637,36922.0
0,66,0,0.0,0,3,13,0.7021059275556,4626.0
5,59,0,0.0,0,1,05,0.7021654777786821,418.0
2,75,1,22.56,1,2,16,0.7020484930919655,11114.0
2,62,0,0.0,0,2,01,0.7020694413644231,2410.0
1,64,0,25.79,1,2,12,0.7020999193993586,13220.0
4,56,1,0.0,0,3,06,0.7020927576250704,14040.0
2,79,1,0.0,0,3,08,0.7020814167840721,7906.0
2,75,1,0.0,0,2,17,0.7020406185307769,338.0
5,58,0,0.0,0,2,12,0.7021703183566566,504.0
2,70,0,0.0,0,3,12,0.7020619098236731,258.0
0,65,0,0.0,0,2,02,0.7021059275556,240.0
4,56,1,0.0,0,1,18,0.7020736441312808,246.0
5,60,0,0.0,0,2,13,0.7021703183566566,3622.0
5,60,0,10.0,1,1,01,0.7021688203478347,23016.0
3,71,1,15.0,1,2,08,0.7020738280547193,48066.0
3,56,1,20.0,1,2,06,0.7020804135350427,85002.0
2,63,0,0.0,0,1,15,0.7020475800139638,115478.0
5,60,1,0.0,0,2,17,0.7021717154834967,85302.0
5,65,0,0.0,0,2,03,0.7021492295016576,88628.0
4,56,1,15.0,1,2,06,0.7021203151893642,45542.0
2,64,0,0.0,0,2,12,0.7020360970502211,28370.0
3,71,1,15.0,1,2,08,0.7021279756968116,10594.0
2,64,1,0.0,0,3,08,0.7020814167840721,338.0
2,58,1,32.525,1,2,11,0.702042729753386,51244.0
5,68,1,0.0,0,1,09,0.7021514181796256,98150.0
2,65,0,0.0,0,2,04,0.7020736441312808,6804.0
1,77,1,0.0,0,2,17,0.7021330407447481,91480.0
4,56,0,0.0,0,2,14,0.7021130542236137,516.0
2,51,1,0.0,0,1,12,0.702048281764757,1744.0
4,63,0,0.0,0,1,15,0.7021024423645792,240.0
3,63,0,0.0,0,1,04,0.7020232361318883,244.0
5,65,0,0.0,0,1,16,0.7021569993928038,1992.0
3,63,0,20.0,1,1,11,0.7020930340087498,18508.0
4,70,0,0.0,0,1,10,0.7021024423645792,1002.0
5,56,0,20.03,1,2,07,0.70211113017278,26730.0
2,59,1,0.0,0,2,06,0.7020736441312808,672.0
4,77,0,0.0,0,3,02,0.7021514406675416,1312140.0
5,57,0,0.0,0,3,09,0.7021824556035172,404.0
2,65,0,0.0,0,3,15,0.7020619098236731,744.0
2,75,1,26.81,1,2,08,0.7020736441312808,33768.0
4,56,1,0.0,0,2,08,0.7020884412735696,1600.0
2,63,1,21.16,1,1,17,0.7020183981995799,87296.0
4,70,0,0.0,0,1,11,0.7021014383069009,2630.0
4,75,1,15.440000000000001,1,2,16,0.7020928150826251,69774.0
0,75,0,0.0,0,3,01,0.7020884412735696,2352.0
4,56,1,0.0,0,3,11,0.7020948154330239,12706.0
1,56,0,0.0,0,2,05,0.7021100185000894,1552.0
2,62,1,0.0,0,1,17,0.7020322975430958,244.0
4,56,0,0.0,0,1,10,0.702086176505966,18270.0
4,63,1,0.0,0,1,07,0.7021021320625286,42194.0
2,64,0,33.33,1,3,07,0.7020686388435431,29656.0
4,76,0,30.03,1,2,02,0.7021300348988083,242006.0
4,63,1,10.0,1,2,16,0.702086176505966,16244.0
5,59,1,0.0,0,1,18,0.7021665254454902,125614.0
4,56,1,0.0,0,1,12,0.702113250267666,788.0
4,63,0,0.0,0,3,05,0.7020586962263123,17816.0
2,66,1,0.0,0,3,11,0.7020814167840721,46564.0
5,52,0,0.0,0,1,11,0.7021310789573301,510.0
4,63,1,0.0,0,2,06,0.7020406185307769,1490.0
5,78,0,0.0,0,1,15,0.7021541810366521,44362.666666666664
1,63,0,0.0,0,1,15,0.7021006211751335,9908.0
5,80,0,0.0,0,3,12,0.7021549329982006,348.0
2,65,0,35.0,1,1,02,0.7020133765095182,169800.0
1,56,1,25.0,1,2,11,0.7021107931624341,87126.0
4,70,1,0.0,0,2,17,0.7021024423645792,13404.0
5,65,1,0.0,0,1,18,0.7021569993928038,244.0
2,62,1,0.0,0,1,17,0.7020611574963342,1352.0
0,62,0,0.0,0,2,07,0.7020708673063729,26494.0
5,75,0,0.0,0,3,09,0.7021515394260057,2952.0
4,63,0,0.0,0,2,05,0.7020553583659229,13264.0
5,69,0,0.0,0,3,15,0.7021368594142084,21992.0
2,64,0,33.33,1,3,14,0.7020696210087376,47216.0
2,60,0,0.0,0,3,10,0.7020534497176656,1848.0
3,71,0,15.0,1,3,05,0.7021069259082862,14636.0
5,29,0,0.0,0,3,10,0.7021077435770003,246.0
5,79,0,20.0,1,3,02,0.7021350926942973,46322.0
1,59,0,0.0,0,1,11,0.7021006211751335,482.0
2,63,0,20.0,1,3,02,0.702044066940385,51446.0
4,63,1,0.0,0,2,17,0.7020586962263123,24516.0
2,61,0,0.0,0,2,15,0.7020308998035932,442.0
2,65,1,35.0,1,1,17,0.7020324925739757,102328.0
5,69,0,0.0,0,1,08,0.7021267484173326,36120.0
0,75,1,20.0,1,2,06,0.7021086184751842,33116.0
5,44,0,0.0,0,2,03,0.7021456664925787,1402.0
4,63,0,0.0,0,3,15,0.7020517211803728,1648.0
1,56,1,0.0,0,2,11,0.7021194973132656,95408.0
2,75,1,0.0,0,3,06,0.7020810406286743,144430.0
3,63,0,0.0,0,2,12,0.7020406185307769,7646.0
5,59,0,0.0,0,1,05,0.7021627970498082,324.0
3,56,0,0.0,0,1,15,0.7020986254061686,1524.0
2,70,0,20.0,1,3,03,0.7020397468744844,29346.0
4,56,0,0.0,0,1,11,0.7020816072048672,986.0
3,56,0,21.11,1,1,02,0.7020736986726386,84396.0
4,63,0,0.0,0,3,05,0.702086176505966,14286.0
2,46,1,0.0,0,2,16,0.7020709802834446,2234.0
5,48,0,0.0,0,1,03,0.7021477401560141,240.0
4,77,0,30.32,1,1,01,0.7020587616938586,78672.0
4,63,0,0.0,1,2,14,0.7020586962263123,26540.0
2,75,0,0.0,0,2,07,0.7020736441312808,31086.0
4,56,0,0.0,0,2,12,0.7021045578701605,1014.0
